term,N,Y,description,Y_out,N_out,pvalue,odds,freq1,freq2,color_sig,size_sel
HP:0001025,24,20,Urticaria,12331,8136,1,0.5498673533912465,0.0016193020808031738,0.0029411764705882353,>,4.804402292268537
HP:0001028,1,1,Hemangioma,12350,8159,1,0.6606794549006171,8.096510404015869e-5,1.2254901960784314e-4,>,-0
HP:0001034,28,16,Hypermelanotic macule,12335,8132,1,0.37673827089899964,0.001295441664642539,0.003431372549019608,>,11.034830678794641
HP:0001041,1,0,Facial erythema,12351,8159,1,0,0,1.2254901960784314e-4,>,1.6011867034633571
HP:0001045,23,1,Vitiligo,12350,8137,1.0303692942034066e-5,0.02864963429759345,8.096510404015869e-5,0.002818627450980392,<,32.17107022715353
HP:0001047,39,15,Atopic dermatitis,12336,8121,0.002182280727245649,0.253216629473837,0.0012144765606023804,0.004779411764705883,<,22.867399389870663
HP:0001051,48,24,Seborrheic dermatitis,12327,8112,0.005682776721147112,0.3290515080293469,0.0019431624969638087,0.0058823529411764705,<,21.204799487733155
HP:0001067,0,36,Neurofibromas,12315,8160,2.7391879924785866e-5,Inf,0.002914743745445713,0,<,30.472554501849913
HP:0001072,2,4,Thickened skin,12347,8158,1,1.3214366562339042,3.2386041616063474e-4,2.4509803921568627e-4,>,-0
HP:0001085,52,15,Papilledema,12336,8108,6.451460682652877e-7,0.18961008224188478,0.0012144765606023804,0.006372549019607843,<,36.984409639219656
HP:0001087,25,0,Developmental glaucoma,12351,8135,1.0932399826404068e-7,0,0,0.0030637254901960784,<,40.068179832374376
HP:0001090,25,0,Abnormally large globe,12351,8135,1.0932399826404068e-7,0,0,0.0030637254901960784,<,40.068179832374376
HP:0001096,1,0,Keratoconjunctivitis,12351,8159,1,0,0,1.2254901960784314e-4,>,1.6011867034633571
HP:0001097,1,0,Keratoconjunctivitis sicca,12351,8159,1,0,0,1.2254901960784314e-4,>,1.6011867034633571
HP:0001098,67,238,Abnormal fundus morphology,12113,8093,4.1683928437624934e-8,2.373236202451211,0.01926969476155777,0.00821078431372549,<,41.743167292212114
HP:0001123,14,44,Visual field defect,12307,8146,1,2.0801810869201978,0.0035624645777669823,0.001715686274509804,>,7.268945026734588
HP:0001137,7,1,Alternating esotropia,12350,8153,1,0.09432301732389681,8.096510404015869e-5,8.57843137254902e-4,>,8.34145256299316
HP:0001144,0,1,Orbital cyst,12350,8160,1,Inf,8.096510404015869e-5,0,>,-0
HP:0001155,5,6,Abnormality of the hand,12345,8155,1,0.792727504550208,4.8579062424095217e-4,6.127450980392157e-4,>,0.4707634384478809
HP:0001159,1,0,Syndactyly,12351,8159,1,0,0,1.2254901960784314e-4,>,1.6011867034633571
HP:0001167,1,3,Abnormality of finger,12348,8159,1,1.9821977604772563,2.4289531212047608e-4,1.2254901960784314e-4,>,1.9286549331065744e-16
HP:0001197,33,0,Abnormality of prenatal development or birth,12351,8127,6.745544518481296e-11,0,0,0.004044117647058824,<,52.90697380738833
HP:0001211,1,3,Abnormal fingertip morphology,12348,8159,1,1.9821977604772563,2.4289531212047608e-4,1.2254901960784314e-4,>,1.9286549331065744e-16
HP:0001217,1,3,Clubbing,12348,8159,1,1.9821977604772563,2.4289531212047608e-4,1.2254901960784314e-4,>,1.9286549331065744e-16
HP:0001249,4,4,Intellectual disability,12347,8156,1,0.6605970190318011,3.2386041616063474e-4,4.901960784313725e-4,>,0.5688038047197655
HP:0001250,327,324,Seizure,12027,7833,5.1203608734171046e-5,0.6453435010506332,0.026232693709011417,0.04007352941176471,<,29.38583957749548
HP:0001251,1,0,Ataxia,12351,8159,1,0,0,1.2254901960784314e-4,>,1.6011867034633571
HP:0001257,69,7,Spasticity,12344,8091,1.5724295523048507e-17,0.06650213280624415,5.667557282811108e-4,0.008455882352941176,<,79.43675706925943
HP:0001259,0,2,Coma,12349,8160,1,Inf,1.6193020808031737e-4,0,>,1.1331430287328996
HP:0001260,1,30,Dysarthria,12321,8159,0.004243117106372863,19.864852322638743,0.002428953121204761,1.2254901960784314e-4,<,21.712301786410194
HP:0001262,3,9,Excessive daytime somnolence,12342,8157,1,1.9826751961934423,7.286859363614282e-4,3.676470588235294e-4,>,1.6615446727239922
HP:0001264,48,4,Spastic diplegia,12347,8112,2.4222959683230142e-12,0.05475575557011962,3.2386041616063474e-4,0.0058823529411764705,<,58.68613303340471
HP:0001269,21,3,Hemiparesis,12348,8139,0.002132657890245448,0.09417639916846192,2.4289531212047608e-4,0.002573529411764706,<,22.907357083544674
HP:0001276,69,7,Hypertonia,12344,8091,1.5724295523048507e-17,0.06650213280624415,5.667557282811108e-4,0.008455882352941176,<,79.43675706925943
HP:0001279,23,23,Syncope,12328,8137,1,0.6600739932668259,0.00186219739292365,0.002818627450980392,>,3.0253070971964706
HP:0001287,3,3,Meningitis,12348,8157,1,0.6606245021064993,2.4289531212047608e-4,3.676470588235294e-4,>,0.6501142211055766
HP:0001288,65,165,Gait disturbance,12186,8095,0.3542140186952511,1.6862234120382855,0.013359242166626184,0.007965686274509803,<,14.02597887784502
HP:0001291,8,18,Abnormal cranial nerve morphology,12333,8152,1,1.4872010451772837,0.0014573718727228565,9.80392156862745e-4,>,1.486243973771671
HP:0001293,4,9,Cranial nerve compression,12342,8156,1,1.4868457831787687,7.286859363614282e-4,4.901960784313725e-4,>,0.9378198934887143
HP:0001298,4,11,Encephalopathy,12340,8156,1,1.8175319747022907,8.906161444417456e-4,4.901960784313725e-4,>,1.465325999411973
HP:0001305,0,1,Dandy-Walker malformation,12350,8160,1,Inf,8.096510404015869e-5,0,>,-0
HP:0001311,18,15,Abnormal nervous system electrophysiology,12336,8142,1,0.5500497915967562,0.0012144765606023804,0.0022058823529411764,>,3.8684256495203497
HP:0001317,0,2,Abnormal cerebellum morphology,12349,8160,1,Inf,1.6193020808031737e-4,0,>,1.1331430287328996
HP:0001320,0,1,Cerebellar vermis hypoplasia,12350,8160,1,Inf,8.096510404015869e-5,0,>,-0
HP:0001321,0,1,Cerebellar hypoplasia,12350,8160,1,Inf,8.096510404015869e-5,0,>,-0
HP:0001324,107,180,Muscle weakness,12171,8053,1,1.1130831805524959,0.014573718727228565,0.013112745098039216,>,1.6101459901157134
HP:0001332,52,22,Dystonia,12329,8108,1.5335455776029503e-4,0.27824961240504253,0.0017812322888834911,0.006372549019607843,<,27.480255107069848
HP:0001334,36,3,Communicating hydrocephalus,12348,8124,8.922410589469556e-9,0.05483230976762506,2.4289531212047608e-4,0.004411764705882353,<,44.42111304022874
HP:0001336,22,11,Myoclonus,12340,8138,1,0.32975834128084375,8.906161444417456e-4,0.002696078431372549,>,10.686495063568174
HP:0001337,70,41,Tremor,12310,8090,8.994349778602632e-4,0.3849419014437023,0.003319569265646506,0.00857843137254902,<,24.407162767912087
HP:0001342,72,4,Cerebral hemorrhage,12347,8088,2.517516270055387e-21,0.036396180048653186,3.2386041616063474e-4,0.008823529411764706,<,94.61915271488118
HP:0001355,27,17,Megalencephaly,12334,8133,1,0.4151911904953079,0.0013764067686826977,0.0033088235294117647,>,9.223454620956998
HP:0001357,31,46,Plagiocephaly,12305,8129,1,0.9802769735222024,0.0037243947858473,0.003799019607843137,>,-0
HP:0001360,0,30,Holoprosencephaly,12321,8160,4.4980141153028945e-4,Inf,0.002428953121204761,0,<,25.610958602873126
HP:0001363,4,13,Craniosynostosis,12338,8156,1,2.1483226102157396,0.001052546352522063,4.901960784313725e-4,>,2.6427766695787533
HP:0001367,4,25,Abnormal joint morphology,12326,8156,1,4.135330861728958,0.002024127601003967,4.901960784313725e-4,>,9.705905419196608
HP:0001369,0,16,Arthritis,12335,8160,0.4721123224627789,Inf,0.001295441664642539,0,<,13.526860514871734
HP:0001371,4,28,Flexion contracture,12323,8156,1,4.632691388680238,0.0022670229131244433,4.901960784313725e-4,<,12.016661499921701
HP:0001373,0,1,Joint dislocation,12350,8160,1,Inf,8.096510404015869e-5,0,>,-0
HP:0001374,0,1,Congenital hip dislocation,12350,8160,1,Inf,8.096510404015869e-5,0,>,-0
HP:0001384,0,1,Abnormal hip joint morphology,12350,8160,1,Inf,8.096510404015869e-5,0,>,-0
HP:0001385,0,1,Hip dysplasia,12350,8160,1,Inf,8.096510404015869e-5,0,>,-0
HP:0001392,83,38,Abnormality of the liver,12313,8077,1.7238674997960984e-7,0.3003427518975546,0.00307667395352603,0.01017156862745098,<,39.277026330937304
HP:0001396,83,9,Cholestasis,12342,8077,5.302935372562771e-21,0.07096874373107459,7.286859363614282e-4,0.01017156862745098,<,93.3249765213198
HP:0001409,0,16,Portal hypertension,12335,8160,0.4721123224627789,Inf,0.001295441664642539,0,<,13.526860514871734
HP:0001438,0,4,Abnormal abdomen morphology,12347,8160,1,Inf,3.2386041616063474e-4,0,>,3.2220063731973085
HP:0001507,172,249,Growth abnormality,12102,7988,1,0.9555740900812562,0.020160310905999516,0.02107843137254902,>,0.7456169436323856
HP:0001510,96,91,Growth delay,12260,8064,1,0.623524983827364,0.007367824467654441,0.011764705882352941,>,11.235123878212399
HP:0001511,0,71,Intrauterine growth retardation,12280,8160,3.7193100582685616e-13,Inf,0.005748522386851267,0,<,61.94119232038129
HP:0001513,43,62,Obesity,12289,8117,1,0.952385387265392,0.005019836450489839,0.005269607843137255,>,0.2992672102735609
HP:0001574,338,308,Abnormality of the integument,12043,7822,7.658464525060907e-8,0.5918931553545873,0.024937252044368877,0.04142156862745098,<,40.68647503877831
HP:0001581,0,1,Recurrent skin infections,12350,8160,1,Inf,8.096510404015869e-5,0,>,-0
HP:0001595,2,5,Abnormal hair morphology,12346,8158,1,1.651911866947063,4.0482552020079345e-4,2.4509803921568627e-4,>,0.5945014853667042
HP:0001596,0,4,Alopecia,12347,8160,1,Inf,3.2386041616063474e-4,0,>,3.2220063731973085
HP:0001597,1,4,Abnormality of the nail,12347,8159,1,2.6431104775012506,3.2386041616063474e-4,1.2254901960784314e-4,>,0.7366940340186977
HP:0001600,15,13,Abnormality of the larynx,12338,8145,1,0.5721689322896653,0.001052546352522063,0.001838235294117647,>,3.025331087859918
HP:0001602,3,8,Laryngeal stenosis,12343,8157,1,1.7622457191485468,6.477208323212695e-4,3.676470588235294e-4,>,1.0606066554921862
HP:0001605,28,1,Vocal cord paralysis,12350,8132,1.2239861279159975e-7,0.02349871736481214,8.096510404015869e-5,0.003431372549019608,<,39.87193587576007
HP:0001608,40,7,Abnormality of the voice,12344,8120,2.633168419340386e-7,0.11514037284510824,5.667557282811108e-4,0.004901960784313725,<,38.541127307627136
HP:0001618,12,6,Dysphonia,12345,8148,1,0.33002980378705243,4.8579062424095217e-4,0.0014705882352941176,>,6.216104052015272
HP:0001626,940,1500,Abnormality of the cardiovascular system,10851,7220,1,1.061780673860905,0.12144765606023804,0.11519607843137254,>,2.988789390199407
HP:0001627,387,752,Abnormal heart morphology,11599,7773,0.03854806599521269,1.3021747353091973,0.06088575823819933,0.04742647058823529,<,17.879031483410753
HP:0001629,25,52,Ventricular septal defect,12299,8135,1,1.375765300548566,0.004210185410088252,0.0030637254901960784,>,2.785738552133137
HP:0001631,137,248,Atrial septal defect,12103,8023,1,1.1999478667552765,0.020079345801959355,0.01678921568627451,>,4.132474102588905
HP:0001635,3,44,Congestive heart failure,12307,8157,3.2110826073826764e-4,9.721112544845141,0.0035624645777669823,3.676470588235294e-4,<,26.196435945773015
HP:0001636,0,24,Tetralogy of Fallot,12327,8160,0.007954527486521847,Inf,0.0019431624969638087,0,<,20.620584311301236
HP:0001637,7,27,Abnormal myocardium morphology,12324,8153,1,2.551595527046997,0.0021860578090842847,8.57843137254902e-4,>,6.595649880624718
HP:0001638,7,27,Cardiomyopathy,12324,8153,1,2.551595527046997,0.0021860578090842847,8.57843137254902e-4,>,6.595649880624718
HP:0001640,20,62,Cardiomegaly,12289,8140,1,2.0533079773112024,0.005019836450489839,0.0024509803921568627,>,9.40834198189954
HP:0001641,0,22,Abnormal pulmonary valve morphology,12329,8160,0.026453017572186287,Inf,0.0017812322888834911,0,<,18.533140977054508
HP:0001643,17,54,Patent ductus arteriosus,12297,8143,1,2.103362562671834,0.0043721156181685695,0.0020833333333333333,>,8.594195100030165
HP:0001644,6,14,Dilated cardiomyopathy,12337,8154,1,1.5421579887006092,0.0011335114565622216,7.352941176470588e-4,>,1.2233702194671308
HP:0001649,37,118,Tachycardia,12233,8123,0.037992284138355946,2.1176174601566258,0.009553882276738725,0.0045343137254901964,<,17.90426024032426
HP:0001651,7,4,Dextrocardia,12347,8153,1,0.37734400396198875,3.2386041616063474e-4,8.57843137254902e-4,>,3.5733922274966585
HP:0001654,0,32,Abnormal heart valve morphology,12319,8160,1.3561975879792086e-4,Inf,0.002590883329285078,0,<,27.69374998818512
HP:0001655,0,3,Patent foramen ovale,12348,8160,1,Inf,2.4289531212047608e-4,0,>,2.2034579751842505
HP:0001662,2,16,Bradycardia,12335,8158,1,5.290606760868675,0.001295441664642539,2.4509803921568627e-4,>,7.410905640234591
HP:0001663,1,0,Ventricular fibrillation,12351,8159,1,0,0,1.2254901960784314e-4,>,1.6011867034633571
HP:0001669,17,0,Transposition of the great arteries,12351,8143,1.763413862015545e-4,0,0,0.0020833333333333333,<,27.237624857094687
HP:0001671,162,300,Abnormal cardiac septum morphology,12051,7998,1,1.2290109667566063,0.024289531212047608,0.019852941176470587,>,5.652304583551468
HP:0001678,3,7,Atrioventricular block,12344,8157,1,1.54185055745948,5.667557282811108e-4,3.676470588235294e-4,>,0.5017466637345576
HP:0001679,17,50,Abnormal aortic morphology,12301,8143,1,1.9469321942092137,0.004048255202007934,0.0020833333333333333,>,7.071414923586823
HP:0001680,0,47,Coarctation of aorta,12304,8160,7.229660753007034e-8,Inf,0.0038053598898874583,0,<,40.786570183572124
HP:0001681,1,0,Angina pectoris,12351,8159,1,0,0,1.2254901960784314e-4,>,1.6011867034633571
HP:0001684,30,152,Secundum atrial septal defect,12199,8130,1.5496675059669427e-8,3.3764798789104598,0.01230669581410412,0.003676470588235294,<,43.46208775204102
HP:0001692,0,7,Atrial arrhythmia,12344,8160,1,Inf,5.667557282811108e-4,0,>,5.313001936649556
HP:0001695,2,1,Cardiac arrest,12350,8158,1,0.3303010464616906,8.096510404015869e-5,2.4509803921568627e-4,>,0.9850436980878551
HP:0001697,1,0,Abnormal pericardium morphology,12351,8159,1,0,0,1.2254901960784314e-4,>,1.6011867034633571
HP:0001698,1,0,Pericardial effusion,12351,8159,1,0,0,1.2254901960784314e-4,>,1.6011867034633571
HP:0001702,0,10,Abnormal tricuspid valve morphology,12341,8160,1,Inf,8.096510404015869e-4,0,>,8.418703767346244
HP:0001706,3,2,Endocardial fibroelastosis,12349,8157,1,0.44037341125593926,1.6193020808031737e-4,3.676470588235294e-4,>,1.6231529987332989
HP:0001709,3,0,Third degree atrioventricular block,12351,8157,1,0,0,3.676470588235294e-4,>,4.803944748833231
HP:0001710,0,24,Conotruncal defect,12327,8160,0.007954527486521847,Inf,0.0019431624969638087,0,<,20.620584311301236
HP:0001711,0,42,Abnormal left ventricle morphology,12309,8160,7.43234379736889e-7,Inf,0.003400534369686665,0,<,36.738538696441076
HP:0001713,25,94,Abnormal cardiac ventricle morphology,12257,8135,0.02129449120741374,2.4954090083746396,0.007610719779774917,0.0030637254901960784,<,18.909972787278086
HP:0001718,37,1,Mitral stenosis,12350,8123,3.9005843959185986e-11,0.017796859901403905,8.096510404015869e-5,0.0045343137254901964,<,53.85852314253289
HP:0001732,0,9,Abnormality of the pancreas,12342,8160,1,Inf,7.286859363614282e-4,0,>,7.41031749834034
HP:0001733,0,4,Pancreatitis,12347,8160,1,Inf,3.2386041616063474e-4,0,>,3.2220063731973085
HP:0001735,0,2,Acute pancreatitis,12349,8160,1,Inf,1.6193020808031737e-4,0,>,1.1331430287328996
HP:0001738,0,2,Exocrine pancreatic insufficiency,12349,8160,1,Inf,1.6193020808031737e-4,0,>,1.1331430287328996
HP:0001739,41,10,Abnormal nasopharynx morphology,12341,8119,4.213510495936869e-6,0.16046453494471466,8.096510404015869e-4,0.005024509803921569,<,33.72446553837239
HP:0001742,100,70,Nasal congestion,12281,8060,6.226721069661816e-4,0.45942122329195684,0.005667557282811108,0.012254901960784314,<,25.046004212226283
HP:0001743,0,32,Abnormality of the spleen,12319,8160,1.3561975879792086e-4,Inf,0.002590883329285078,0,<,27.69374998818512
HP:0001744,0,2,Splenomegaly,12349,8160,1,Inf,1.6193020808031737e-4,0,>,1.1331430287328996
HP:0001746,0,30,Asplenia,12321,8160,4.4980141153028945e-4,Inf,0.002428953121204761,0,<,25.610958602873126
HP:0001760,27,26,Abnormal foot morphology,12325,8133,1,0.6354715371932952,0.002105092705044126,0.0033088235294117647,>,3.66423263562574
HP:0001763,4,25,Pes planus,12326,8156,1,4.135330861728958,0.002024127601003967,4.901960784313725e-4,>,9.705905419196608
HP:0001780,23,1,Abnormality of toe,12350,8137,1.0303692942034066e-5,0.02864963429759345,8.096510404015869e-5,0.002818627450980392,<,32.17107022715353
HP:0001787,8,0,Abnormal delivery,12351,8152,0.7120152765480773,0,0,9.80392156862745e-4,<,12.813084612016103
HP:0001789,25,0,Hydrops fetalis,12351,8135,1.0932399826404068e-7,0,0,0.0030637254901960784,<,40.068179832374376
HP:0001790,25,0,Nonimmune hydrops fetalis,12351,8135,1.0932399826404068e-7,0,0,0.0030637254901960784,<,40.068179832374376
HP:0001822,1,1,Hallux valgus,12350,8159,1,0.6606794549006171,8.096510404015869e-5,1.2254901960784314e-4,>,-0
HP:0001824,11,40,Weight loss,12311,8149,1,2.4069089366430214,0.0032386041616063476,0.0013480392156862745,>,8.141329137027261
HP:0001829,22,0,Foot polydactyly,12351,8138,1.745103785167386e-6,0,0,0.002696078431372549,<,35.2557568166987
HP:0001844,1,1,Abnormality of the hallux,12350,8159,1,0.6606794549006171,8.096510404015869e-5,1.2254901960784314e-4,>,-0
HP:0001871,328,346,Abnormality of blood and blood-forming tissues,12005,7832,0.0025201697354733333,0.6882277213793768,0.028013925997894908,0.04019607843137255,<,22.617322691343798
HP:0001872,60,49,Abnormal thrombocyte morphology,12302,8100,1,0.5377507704208688,0.003967290097967776,0.007352941176470588,>,11.218341080278032
HP:0001873,60,49,Thrombocytopenia,12302,8100,1,0.5377507704208688,0.003967290097967776,0.007352941176470588,>,11.218341080278032
HP:0001877,129,126,Abnormal erythrocyte morphology,12225,8031,0.554584694800325,0.6416883512242042,0.010201603109059995,0.015808823529411764,<,13.247170339042006
HP:0001878,0,2,Hemolytic anemia,12349,8160,1,Inf,1.6193020808031737e-4,0,>,1.1331430287328996
HP:0001881,16,32,Abnormal leukocyte morphology,12319,8144,1,1.3221672345669355,0.002590883329285078,0.00196078431372549,>,1.6783073893759348
HP:0001882,4,11,Leukopenia,12340,8156,1,1.8175319747022907,8.906161444417456e-4,4.901960784313725e-4,>,1.465325999411973
HP:0001888,3,3,Lymphopenia,12348,8157,1,0.6606245021064993,2.4289531212047608e-4,3.676470588235294e-4,>,0.6501142211055766
HP:0001891,11,38,Iron deficiency anemia,12313,8149,1,2.286197333623592,0.00307667395352603,0.0013480392156862745,>,7.578906437413369
HP:0001892,118,117,Abnormal bleeding,12234,8042,1,0.6518103532625914,0.009472917172698566,0.01446078431372549,>,11.60867197369742
HP:0001903,129,126,Anemia,12225,8031,0.554584694800325,0.6416883512242042,0.010201603109059995,0.015808823529411764,<,13.247170339042006
HP:0001907,0,2,Thromboembolism,12349,8160,1,Inf,1.6193020808031737e-4,0,>,1.1331430287328996
HP:0001911,0,1,Abnormal granulocyte morphology,12350,8160,1,Inf,8.096510404015869e-5,0,>,-0
HP:0001913,0,1,Granulocytopenia,12350,8160,1,Inf,8.096510404015869e-5,0,>,-0
HP:0001919,14,41,Acute kidney injury,12310,8146,1,1.9378850793122349,0.003319569265646506,0.001715686274509804,>,5.702623693212858
HP:0001928,0,6,Abnormality of coagulation,12345,8160,1,Inf,4.8579062424095217e-4,0,>,4.229956425901743
HP:0001931,11,38,Hypochromic anemia,12313,8149,1,2.286197333623592,0.00307667395352603,0.0013480392156862745,>,7.578906437413369
HP:0001939,454,649,Abnormality of metabolism/homeostasis,11702,7706,1,0.9413678814139601,0.05254635252206299,0.05563725490196078,>,1.8595064317422165
HP:0001941,54,45,Acidosis,12306,8106,1,0.5489529370734254,0.0036434296818071412,0.006617647058823529,>,9.715693093868152
HP:0001943,26,32,Hypoglycemia,12319,8134,1,0.8126688588441672,0.002590883329285078,0.0031862745098039215,>,1.4887201051251344
HP:0001944,11,77,Dehydration,12274,8149,2.4687331210331377e-5,4.6471921924929545,0.006234313011092219,0.0013480392156862745,<,30.65314528408152
HP:0001945,107,76,Fever,12275,8053,4.6383737814089147e-4,0.46599044445831395,0.00615334790705206,0.013112745098039216,<,25.557578886146377
HP:0001948,4,3,Alkalosis,12348,8156,1,0.4953927778346711,2.4289531212047608e-4,4.901960784313725e-4,>,1.3987053552325914
HP:0001952,0,1,Glucose intolerance,12350,8160,1,Inf,8.096510404015869e-5,0,>,-0
HP:0001959,5,3,Polydipsia,12348,8155,1,0.39627480854822156,2.4289531212047608e-4,6.127450980392157e-4,>,2.2181946756520734
HP:0001961,113,133,Hypoplastic heart,12218,8047,1,0.7752083220564876,0.010768358837341107,0.013848039215686274,>,5.225314264421526
HP:0001965,0,2,Abnormal scalp morphology,12349,8160,1,Inf,1.6193020808031737e-4,0,>,1.1331430287328996
HP:0001969,2,4,Abnormal tubulointerstitial morphology,12347,8158,1,1.3214366562339042,3.2386041616063474e-4,2.4509803921568627e-4,>,-0
HP:0001970,2,4,Tubulointerstitial nephritis,12347,8158,1,1.3214366562339042,3.2386041616063474e-4,2.4509803921568627e-4,>,-0
HP:0001973,0,11,Autoimmune thrombocytopenia,12340,8160,1,Inf,8.906161444417456e-4,0,>,9.401393730412332
HP:0001974,9,17,Leukocytosis,12334,8151,1,1.2482559157789492,0.0013764067686826977,0.0011029411764705882,>,0.6429724256984112
HP:0001977,2,2,Abnormal thrombosis,12349,8158,1,0.6606519807290766,1.6193020808031737e-4,2.4509803921568627e-4,>,0.7416266460817021
HP:0001998,7,8,Neonatal hypoglycemia,12343,8153,1,0.7549212091999252,6.477208323212695e-4,8.57843137254902e-4,>,0.8709310293626807
HP:0001999,0,7,Abnormal facial shape,12344,8160,1,Inf,5.667557282811108e-4,0,>,5.313001936649556
HP:0002011,527,884,Morphological central nervous system abnormality,11467,7633,1,1.1165999998839267,0.07157315197150028,0.06458333333333334,>,5.029539208246799
HP:0002012,87,85,Abnormality of the abdominal organs,12266,8073,1,0.6430637194447275,0.006882033843413488,0.010661764705882353,>,9.304919105843874
HP:0002013,32,60,Vomiting,12291,8128,1,1.2399029075212982,0.004857906242409522,0.00392156862745098,>,1.8787849623632602
HP:0002014,41,58,Diarrhea,12293,8119,1,0.9343088793940394,0.004695976034329204,0.005024509803921569,>,0.4811845944590841
HP:0002015,129,234,Dysphagia,12117,8031,1,1.2022320687134405,0.018945834345397133,0.015808823529411764,>,3.9239701761004073
HP:0002017,71,116,Nausea and vomiting,12235,8089,1,1.0801753108799286,0.009391952068658407,0.008700980392156863,>,0.7410292461227463
HP:0002018,12,18,Nausea,12333,8148,1,0.9909986218927215,0.0014573718727228565,0.0014705882352941176,>,-3.857309866213148e-16
HP:0002019,92,205,Constipation,12146,8068,1,1.4800978027136162,0.01659784632823253,0.011274509803921568,>,10.926034434728738
HP:0002020,440,683,Gastroesophageal reflux,11668,7720,1,1.0270444178033247,0.05529916605942839,0.05392156862745098,>,0.6607025939349899
HP:0002024,1,0,Malabsorption,12351,8159,1,0,0,1.2254901960784314e-4,>,1.6011867034633571
HP:0002027,63,45,Abdominal pain,12306,8097,0.12025587468263109,0.4699912426146381,0.0036434296818071412,0.007720588235294118,<,15.902616652707
HP:0002031,27,60,Abnormal esophagus morphology,12291,8133,1,1.4704253989856295,0.004857906242409522,0.0033088235294117647,>,3.993626663538151
HP:0002034,33,2,Abnormal rectum morphology,12349,8127,1.5175650081686975e-8,0.039889846414025563,1.6193020808031737e-4,0.004044117647058824,<,43.49845264240629
HP:0002035,32,0,Rectal prolapse,12351,8128,1.6995817691188247e-10,0,0,0.00392156862745098,<,51.30167360314448
HP:0002039,18,19,Anorexia,12332,8142,1,0.6969420318528687,0.001538336976763015,0.0022058823529411764,>,2.014493629543583
HP:0002043,0,12,Esophageal stricture,12339,8160,1,Inf,9.715812484819043e-4,0,>,10.36145535155062
HP:0002059,18,22,Cerebral atrophy,12329,8142,1,0.807164603889252,0.0017812322888834911,0.0022058823529411764,>,1.1344437686388722
HP:0002060,103,161,Abnormal cerebral morphology,12190,8057,1,1.0331389252253778,0.01303538175046555,0.012622549019607843,>,0.2833974118770935
HP:0002066,1,0,Gait ataxia,12351,8159,1,0,0,1.2254901960784314e-4,>,1.6011867034633571
HP:0002084,0,28,Encephalocele,12323,8160,0.001592108955500066,Inf,0.0022670229131244433,0,<,23.41515071782451
HP:0002086,921,1466,Abnormality of the respiratory system,10885,7239,1,1.0585905132711801,0.11869484252287264,0.11286764705882353,>,2.7537790784333573
HP:0002087,170,78,Abnormality of the upper respiratory tract,12273,7990,4.2948421426744626e-17,0.2987221156961845,0.006315278115132378,0.020833333333333332,<,77.69125303504607
HP:0002088,101,87,Abnormal lung morphology,12264,8059,0.13991311307872176,0.5660740754645457,0.007043964051493806,0.012377450980392156,<,15.639608179601415
HP:0002093,0,61,Respiratory insufficiency,12290,8160,7.503264565778284e-11,Inf,0.00493887134644968,0,<,52.72204081882158
HP:0002094,242,514,Dyspnea,11837,7918,0.008653531550183594,1.4207382588740587,0.04161606347664157,0.029656862745098038,<,20.474268333052304
HP:0002098,121,257,Respiratory distress,12094,8039,1,1.4117977896877136,0.020808031738320784,0.014828431372549019,>,11.044352322375838
HP:0002099,0,2,Asthma,12349,8160,1,Inf,1.6193020808031737e-4,0,>,1.1331430287328996
HP:0002103,6,4,Abnormal pleura morphology,12347,8154,1,0.4402827659507687,3.2386041616063474e-4,7.352941176470588e-4,>,2.7092421693988946
HP:0002104,180,314,Apnea,12037,7980,1,1.1564445897944604,0.02542304266860983,0.022058823529411766,>,3.612421488074035
HP:0002105,1,2,Hemoptysis,12349,8159,1,1.321384598830989,1.6193020808031737e-4,1.2254901960784314e-4,>,1.9286549331065744e-16
HP:0002118,142,165,Abnormal cerebral ventricle morphology,12186,8018,1,0.7645621066470455,0.013359242166626184,0.017401960784313726,>,6.6428532739693225
HP:0002119,0,1,Ventriculomegaly,12350,8160,1,Inf,8.096510404015869e-5,0,>,-0
HP:0002143,9,29,Abnormality of the spinal cord,12322,8151,1,2.1314197834122606,0.002347988017164602,0.0011029411764705882,>,5.3319493776157865
HP:0002150,1,12,Hypercalciuria,12339,8159,1,7.93535649735713,9.715812484819043e-4,1.2254901960784314e-4,>,6.749994985576457
HP:0002153,7,31,Hyperkalemia,12320,8153,1,2.9305369760315814,0.0025099182252449194,8.57843137254902e-4,>,8.558474182979445
HP:0002167,79,132,Neurological speech impairment,12219,8081,1,1.1050518660479427,0.010687393733300948,0.009681372549019608,>,1.1200723686577663
HP:0002170,72,9,Intracranial hemorrhage,12342,8088,4.3197928604628436e-17,0.08192650754539534,7.286859363614282e-4,0.008823529411764706,<,77.68119016937534
HP:0002180,25,52,Neurodegeneration,12299,8135,1,1.375765300548566,0.004210185410088252,0.0030637254901960784,>,2.785738552133137
HP:0002181,4,8,Cerebral edema,12343,8156,1,1.3215408216466489,6.477208323212695e-4,4.901960784313725e-4,>,0.44651902702156615
HP:0002186,3,0,Apraxia,12351,8157,1,0,0,3.676470588235294e-4,>,4.803944748833231
HP:0002196,0,2,Myelopathy,12349,8160,1,Inf,1.6193020808031737e-4,0,>,1.1331430287328996
HP:0002198,0,1,Dilated fourth ventricle,12350,8160,1,Inf,8.096510404015869e-5,0,>,-0
