bin,term,N,Y,description,Y_out,N_out,pvalue,odds,freq1,freq2,color_sig,size_sel
1,HP:0012590,1,2,Abnormal urine output,12031,7706,1,1.2809938197834347,1.6620959029335994e-4,1.297521733489036e-4,>,-0
1,HP:0012614,1,4,Abnormal urine cytology,12029,7706,1,2.562357884248236,3.3241918058671987e-4,1.297521733489036e-4,>,0.7358634097359341
1,HP:0012622,0,1004,Chronic kidney disease,11029,7707,8.193598364317779e-221,Inf,0.08343721432726668,0,<,891.9949895389599
1,HP:0012638,915,1140,Abnormal nervous system physiology,10893,6792,7.947227313989113e-5,0.7768669138548,0.09473946646721516,0.11872323861424679,<,28.048025684972238
1,HP:0012639,868,746,Abnormal nervous system morphology,11287,6839,6.610333178455668e-33,0.520760363057279,0.061996177179423254,0.11262488646684832,<,140.36799482757098
1,HP:0012646,13,3,Retractile testis,12030,7694,0.8765546795456276,0.1475886289844587,2.493143854400399e-4,0.0016867782535357468,<,11.877772175742965
1,HP:0012647,131,134,Abnormal inflammatory response,11899,7576,0.48802092770691186,0.6513083954116263,0.011136042549655115,0.01699753470870637,<,12.895134441456921
1,HP:0012649,131,134,Increased inflammatory response,11899,7576,0.48802092770691186,0.6513083954116263,0.011136042549655115,0.01699753470870637,<,12.895134441456921
1,HP:0012653,0,1,Status asthmaticus,12032,7707,1,Inf,8.310479514667997e-5,0,>,-0
1,HP:0012718,66,116,Morphological abnormality of the gastrointestinal tract,11917,7641,1,1.1269511740205422,0.009640156237014875,0.008563643441027637,>,1.2314266267939316
1,HP:0012719,607,1005,Functional abnormality of the gastrointestinal tract,11028,7100,1,1.0659633719436064,0.08352031912241337,0.07875956922278449,>,2.4706627739946043
1,HP:0012722,15,6,Heart block,12027,7692,1,0.2558433644200829,4.986287708800798e-4,0.001946282600233554,<,10.026866038580074
1,HP:0012732,1,2,Anorectal anomaly,12031,7706,1,1.2809938197834347,1.6620959029335994e-4,1.297521733489036e-4,>,-0
1,HP:0012733,7,9,Macule,12024,7700,1,0.8233684779303022,7.479431563201197e-4,9.082652134423251e-4,>,0.3898085634170124
1,HP:0012735,47,82,Cough,11951,7660,1,1.1182715184862453,0.006814593202027757,0.006098352147398469,>,0.9241511642860183
1,HP:0012758,12,10,Neurodevelopmental delay,12023,7695,1,0.5333881535978344,8.310479514667997e-4,0.001557026080186843,>,2.9028111184843244
1,HP:0012759,12,10,Neurodevelopmental abnormality,12023,7695,1,0.5333881535978344,8.310479514667997e-4,0.001557026080186843,>,2.9028111184843244
1,HP:0012768,0,9,Neonatal asphyxia,12024,7707,1,Inf,7.479431563201197e-4,0,<,7.3219933795196575
1,HP:0012795,0,4,Abnormality of the optic disc,12029,7707,1,Inf,3.3241918058671987e-4,0,>,3.169784581609698
1,HP:0012803,4,11,Anisometropia,12022,7703,1,1.761990862692881,9.141527466134796e-4,5.190086933956144e-4,>,1.4612979795990733
1,HP:0020045,1,23,Esodeviation,12010,7706,0.15135105817908762,14.756793670687777,0.001911410288373639,1.297521733489036e-4,<,14.928946379343646
1,HP:0020049,8,3,Exodeviation,12030,7699,1,0.24001195769334688,2.493143854400399e-4,0.0010380173867912288,<,6.129720340470799
1,HP:0020129,6,14,Abnormal urine protein level,12019,7701,1,1.4950198163252695,0.0011634671320535194,7.785130400934215e-4,>,1.2184809563266332
1,HP:0020219,8,0,Motor seizure,12033,7699,0.4401143306907437,0,0,0.0010380173867912288,<,13.074626186201133
1,HP:0025015,449,1179,Abnormal vascular morphology,10854,7258,4.724907439429688e-21,1.7558232278764871,0.09798055347793568,0.05825872583365772,<,92.95131500559609
1,HP:0025031,997,1766,Abnormality of the digestive system,10267,6710,0.4967712185495897,1.1576210850342084,0.14676306822903681,0.1293629168288569,<,12.864262521474753
1,HP:0025032,967,1500,Abnormality of digestive system physiology,10533,6740,1,0.9925954103708323,0.12465719272001995,0.12547035162838976,>,0.22743522487152937
1,HP:0025033,66,116,Abnormality of digestive system morphology,11917,7641,1,1.1269511740205422,0.009640156237014875,0.008563643441027637,>,1.2314266267939316
1,HP:0025085,8,34,Bloody diarrhea,11999,7699,1,2.7268149484021302,0.002825563034987119,0.0010380173867912288,<,8.643760318966986
1,HP:0025142,48,67,Constitutional symptom,11966,7659,1,0.89342917777597,0.005568021274827558,0.006228104320747372,>,0.9887647342019633
1,HP:0025234,2,0,Parasomnia,12033,7705,1,0,0,2.595043466978072e-4,>,3.267831726853325
1,HP:0025235,2,0,Non-rapid eye movement parasomnia,12033,7705,1,0,0,2.595043466978072e-4,>,3.267831726853325
1,HP:0025245,1,0,Cutaneous cyst,12033,7706,1,0,0,1.297521733489036e-4,>,1.6338471573904372
1,HP:0025270,546,915,Abnormal esophagus physiology,11118,7161,1,1.0793942983869425,0.07604088755921216,0.07084468664850137,>,2.9688945078887805
1,HP:0025323,3,0,Abnormal arterial physiology,12033,7704,1,0,0,3.8925652004671076e-4,>,4.901953733184179
1,HP:0025337,14,14,Red eye,12019,7693,1,0.6401055005530943,0.0011634671320535194,0.0018165304268846503,>,2.4160211786612305
1,HP:0025354,0,6,Abnormal cellular phenotype,12027,7707,1,Inf,4.986287708800798e-4,0,>,4.222476374555134
1,HP:0025408,0,123,Abnormal spleen morphology,11910,7707,4.431132376882098e-24,Inf,0.010221889803041636,0,<,105.06282932829103
1,HP:0025423,11,6,Abnormal larynx morphology,12027,7696,1,0.3490512414624858,4.986287708800798e-4,0.0014272739068379395,<,5.434653940845268
1,HP:0025424,2,0,Abnormal larynx physiology,12033,7705,1,0,0,2.595043466978072e-4,>,3.267831726853325
1,HP:0025487,0,3,Abnormality of bladder morphology,12030,7707,1,Inf,2.493143854400399e-4,0,>,2.174635963882064
1,HP:0025615,4,1,Abscess,12032,7703,1,0.16006463322930703,8.310479514667997e-5,5.190086933956144e-4,>,4.390589542435025
1,HP:0025633,1,4,Abnormal ureter morphology,12029,7706,1,2.562357884248236,3.3241918058671987e-4,1.297521733489036e-4,>,0.7358634097359341
1,HP:0025634,7,1,Abnormal ureter physiology,12032,7700,1,0.09143768560453423,8.310479514667997e-5,9.082652134423251e-4,<,8.553057164617547
1,HP:0030082,16,0,Abnormal drinking behavior,12033,7691,2.358889461619781e-4,0,0,0.0020760347735824577,<,26.158057865441616
1,HP:0030142,0,3,Abnormal bowel sounds,12030,7707,1,Inf,2.493143854400399e-4,0,>,2.174635963882064
1,HP:0030148,33,9,Heart murmur,12024,7674,1.8426210740700753e-4,0.1740758539724168,7.479431563201197e-4,0.004281821720513819,<,26.58714409059312
1,HP:0030163,3,0,Abnormal vascular physiology,12033,7704,1,0,0,3.8925652004671076e-4,>,4.901953733184179
1,HP:0030169,0,13,Gastric varix,12020,7707,1,Inf,0.0010803623369068395,0,<,10.318522455861952
1,HP:0030178,6,35,Abnormality of central nervous system electrophysiology,11998,7701,0.8861122278727106,3.7439538216298196,0.0029086678301337987,7.785130400934215e-4,<,11.858933307614425
1,HP:0030182,0,23,Tetraplegia/tetraparesis,12010,7707,0.011615265102342646,Inf,0.001911410288373639,0,<,19.388771720451395
1,HP:0030186,0,10,Kinetic tremor,12023,7707,1,Inf,8.310479514667997e-4,0,<,8.295181890085937
1,HP:0030311,0,5,Lower extremity joint dislocation,12028,7707,1,Inf,4.1552397573339984e-4,0,>,3.1405989201429154
1,HP:0030517,1,0,Heteronymous hemianopia,12033,7706,1,0,0,1.297521733489036e-4,>,1.6338471573904372
1,HP:0030669,25,22,Abnormal ocular adnexa morphology,12011,7682,1,0.5628673492991195,0.0018283054932269592,0.00324380433372259,>,5.139527654688532
1,HP:0030680,1194,2471,Abnormality of cardiovascular system morphology,9562,6513,2.652367549146063e-16,1.409588090624961,0.2053519488074462,0.1549240949785909,<,73.95435340284646
1,HP:0030692,29,28,Brain neoplasm,12005,7678,1,0.6175494052478229,0.002326934264107039,0.0037628130271182042,>,4.457372848535265
1,HP:0030724,13,0,Central nervous system cyst,12033,7694,0.003976834204108673,0,0,0.0016867782535357468,<,21.25073828435486
1,HP:0030765,2,0,Sleep terror,12033,7705,1,0,0,2.595043466978072e-4,>,3.267831726853325
1,HP:0030766,18,8,Ear pain,12025,7689,1,0.2842039445195501,6.648383611734397e-4,0.0023355391202802647,<,10.668573226856925
1,HP:0030787,12,5,Cerumen abnormality,12028,7695,1,0.266584976288472,4.1552397573339984e-4,0.001557026080186843,<,7.821921683679307
1,HP:0030788,12,5,Impacted cerumen,12028,7695,1,0.266584976288472,4.1552397573339984e-4,0.001557026080186843,<,7.821921683679307
1,HP:0030809,24,38,Abnormal tongue morphology,11995,7683,1,1.014151450975938,0.0031579822155738384,0.003114052160373686,>,3.857309866213149e-16
1,HP:0030812,2,1,Enlarged tonsils,12032,7705,1,0.32020636254222234,8.310479514667997e-5,2.595043466978072e-4,>,0.9925877854931155
1,HP:0030828,9,40,Wheezing,11993,7698,1,2.852624913125926,0.0033241918058671987,0.0011677695601401323,<,10.11495277340114
1,HP:0030829,61,59,Abnormal breath sound,11974,7646,1,0.6176508633990714,0.0049031829136541175,0.00791488257428312,<,8.263925696112615
1,HP:0030872,7,0,Abnormal cardiac ventricular function,12033,7700,1,0,0,9.082652134423251e-4,<,11.439816623347625
1,HP:0030895,1,3,Abnormal gastrointestinal motility,12030,7706,1,1.9216334261809367,2.493143854400399e-4,1.297521733489036e-4,>,-0
1,HP:0030956,164,274,Abnormality of cardiovascular system electrophysiology,11759,7543,1,1.0717245588021214,0.02277071387019031,0.02127935642922019,>,1.1368759418283416
1,HP:0030962,447,1161,Abnormal morphology of the great vessels,10872,7260,6.862014897101302e-20,1.7343569110620864,0.09648466716529544,0.057999221486959907,<,88.30308159991598
1,HP:0030966,51,457,Abnormal pulmonary artery morphology,11576,7656,6.52599852181241e-47,5.925778655802041,0.037978891382032746,0.006617360840794083,<,196.390300341806
1,HP:0030972,8,20,Abnormal systemic blood pressure,12013,7699,1,1.6021851972584493,0.0016620959029335994,0.0010380173867912288,>,1.9098874802217003
1,HP:0031093,1,0,Abnormal breast morphology,12033,7706,1,0,0,1.297521733489036e-4,>,1.6338471573904372
1,HP:0031409,0,6,Abnormal lymphocyte physiology,12027,7707,1,Inf,4.986287708800798e-4,0,>,4.222476374555134
1,HP:0031481,73,0,Abnormal mitral valve physiology,12033,7634,1.008890895135562e-27,0,0,0.009471908654469962,<,119.63351141530529
1,HP:0031546,15,6,Cardiac conduction abnormality,12027,7692,1,0.2558433644200829,4.986287708800798e-4,0.001946282600233554,<,10.026866038580074
1,HP:0031650,73,0,Abnormal atrioventricular valve physiology,12033,7634,1.008890895135562e-27,0,0,0.009471908654469962,<,119.63351141530529
1,HP:0031652,28,0,Abnormal aortic valve physiology,12033,7679,2.8992533643252e-9,0,0,0.0036330608537693005,<,45.79974354695146
1,HP:0031653,101,0,Abnormal heart valve physiology,12033,7606,3.0412925617214544e-39,0,0,0.013104969508239262,<,165.7166554270661
1,HP:0031657,33,9,Abnormal heart sound,12024,7674,1.8426210740700753e-4,0.1740758539724168,7.479431563201197e-4,0.004281821720513819,<,26.58714409059312
1,HP:0031703,67,33,Abnormal ear morphology,12000,7640,1.7800611485590972e-5,0.3136006474543203,0.002742458239840439,0.00869339561437654,<,30.647148540431942
1,HP:0031704,396,79,Abnormal ear physiology,11954,7311,5.464801519984409e-87,0.12199721245198696,0.0065652788165877175,0.051381860646165824,<,356.6985906536425
1,HP:0031801,28,3,Vocal cord dysfunction,12030,7679,3.168386768029332e-6,0.06839797862387346,2.493143854400399e-4,0.0036330608537693005,<,33.64553546253018
1,HP:0031816,261,120,Abnormal oral morphology,11913,7446,9.146455466494947e-29,0.2873892413055061,0.009972575417601595,0.03386531724406384,<,123.80387692946194
1,HP:0031983,138,24,Abnormal pulmonary thoracic imaging finding,12009,7569,4.383320385932912e-31,0.10963962290246956,0.0019945150835203192,0.017905799922148698,<,133.08167536495344
1,HP:0032012,9,26,Heterotropia,12007,7698,1,1.8520849968683974,0.002160724673813679,0.0011677695601401323,>,3.6835539985371186
1,HP:0032039,25,22,Abnormality of the ocular adnexa,12011,7682,1,0.5628673492991195,0.0018283054932269592,0.00324380433372259,>,5.139527654688532
1,HP:0032076,0,142,Abnormal male urethral meatus morphology,11891,7707,2.2343352102866146e-28,Inf,0.011800880910828555,0,<,122.25229490811648
1,HP:0032101,21,40,Unusual infection,11993,7686,1,1.2206713043835344,0.0033241918058671987,0.0027247956403269754,>,1.1614845637672098
1,HP:0032158,21,0,Unusual infection by anatomical site,12033,7686,2.1247218849606768e-6,0,0,0.0027247956403269754,<,34.339679861255505
1,HP:0032180,39,568,Abnormal circulating metabolite concentration,11465,7668,7.398568459010012e-76,9.741185216553738,0.04720352364331422,0.00506033476060724,<,312.1722974393656
1,HP:0032245,36,27,Abnormal metabolism,12006,7671,1,0.4792087993519839,0.002243829468960359,0.004671078240560529,<,9.528828643153002
1,HP:0032251,40,10,Abnormal immune system morphology,12023,7667,3.545569084944868e-6,0.1594376757676653,8.310479514667997e-4,0.005190086933956144,<,33.450144418275414
1,HP:0032263,4,15,Increased blood pressure,12018,7703,1,2.403479238163209,0.0012465719272001994,5.190086933956144e-4,>,3.2215048325601776
1,HP:0032476,1,0,Abnormal circulating vitamin B6 level,12033,7706,1,0,0,1.297521733489036e-4,>,1.6338471573904372
1,HP:0032581,0,10,Abnormal renal insterstitial morphology,12023,7707,1,Inf,8.310479514667997e-4,0,<,8.295181890085937
1,HP:0032892,37,64,Infection-related seizure,11969,7670,1,1.1084636216285337,0.005318706889387518,0.004800830413909433,>,0.6625882377283867
1,HP:0032894,37,64,Seizure precipitated by febrile infection,11969,7670,1,1.1084636216285337,0.005318706889387518,0.004800830413909433,>,0.6625882377283867
1,HP:0033127,706,416,Abnormality of the musculoskeletal system,11617,7001,4.49091469543434e-59,0.35512214785065105,0.034571594781018865,0.09160503438432593,<,245.0395490031213
1,HP:0033151,10,16,Abnormal pharynx morphology,12017,7697,1,1.0248148857226849,0.0013296767223468795,0.001297521733489036,>,1.9286549331065744e-16
1,HP:0033353,449,1179,Abnormal blood vessel morphology,10854,7258,4.724907439429688e-21,1.7558232278764871,0.09798055347793568,0.05825872583365772,<,92.95131500559609
1,HP:0033354,6,17,Abnormal urine metabolite level,12016,7701,1,1.81581665373969,0.0014127815174935594,7.785130400934215e-4,>,2.18195109011746
1,HP:0033401,3,0,Tissue ischemia,12033,7704,1,0,0,3.8925652004671076e-4,>,4.901953733184179
1,HP:0033796,0,6,Abnormal leukocyte physiology,12027,7707,1,Inf,4.986287708800798e-4,0,>,4.222476374555134
1,HP:0040064,75,7,Abnormality of limbs,12026,7632,1.9687484701564256e-20,0.05923780677638317,5.817335660267597e-4,0.00973141300116777,<,90.47212729149288
1,HP:0040068,73,2,Abnormality of limb bone,12031,7634,1.066131644121963e-24,0.01740579125768394,1.6620959029335994e-4,0.009471908654469962,<,107.53764489034745
1,HP:0040075,74,0,Hypopituitarism,12033,7633,3.9161402824350303e-28,0,0,0.009601660827818865,<,121.27745526398705
1,HP:0040088,9,0,Abnormal lymphocyte count,12033,7698,0.17172310115487746,0,0,0.0011677695601401323,<,14.70957333484579
1,HP:0040202,16,1,Abnormal consumption behavior,12032,7691,0.0025384252991671086,0.03995539201264174,8.310479514667997e-5,0.0020760347735824577,<,22.03063067612343
1,HP:0040257,10,16,Abnormal size of nasopharyngeal adenoids,12017,7697,1,1.0248148857226849,0.0013296767223468795,0.001297521733489036,>,1.9286549331065744e-16
1,HP:0040261,10,16,Increased size of nasopharyngeal adenoids,12017,7697,1,1.0248148857226849,0.0013296767223468795,0.001297521733489036,>,1.9286549331065744e-16
1,HP:0045005,95,0,Neural tube defect,12033,7612,8.997090691022876e-37,0,0,0.012326456468145841,<,155.8324798333038
1,HP:0045017,177,6,Congenital malformation of the left heart,12027,7530,3.146036063890567e-61,0.02120261537922648,4.986287708800798e-4,0.022966134682755938,<,253.65783343911042
1,HP:0046506,18,8,Pain in head and neck region,12025,7689,1,0.2842039445195501,6.648383611734397e-4,0.0023355391202802647,<,10.668573226856925
1,HP:0100000,5,0,Early onset of sexual maturation,12033,7702,1,0,0,6.48760866744518e-4,<,8.170610155667566
1,HP:0100006,29,28,Neoplasm of the central nervous system,12005,7678,1,0.6175494052478229,0.002326934264107039,0.0037628130271182042,>,4.457372848535265
1,HP:0100021,1,5,Cerebral palsy,12028,7706,1,3.2031857274540094,4.1552397573339984e-4,1.297521733489036e-4,>,1.5293884839127783
1,HP:0100022,220,229,Abnormality of movement,11804,7487,0.012897249556444087,0.6602594529408953,0.019030998088589712,0.02854547813675879,<,19.206899812783444
1,HP:0100026,0,2,Arteriovenous malformation,12031,7707,1,Inf,1.6620959029335994e-4,0,>,1.1227112732422444
1,HP:0100261,3,1,Abnormal tendon morphology,12032,7704,1,0.21344773374064313,8.310479514667997e-5,3.8925652004671076e-4,>,2.0550203206867548
1,HP:0100326,8,5,Immunologic hypersensitivity,12028,7699,1,0.4000730473431105,4.1552397573339984e-4,0.0010380173867912288,>,3.2745720936701743
1,HP:0100360,2,0,Contractures of the joints of the upper limbs,12033,7705,1,0,0,2.595043466978072e-4,>,3.267831726853325
1,HP:0100491,0,5,Abnormality of lower limb joint,12028,7707,1,Inf,4.1552397573339984e-4,0,>,3.1405989201429154
1,HP:0100508,36,27,Abnormality of vitamin metabolism,12006,7671,1,0.4792087993519839,0.002243829468960359,0.004671078240560529,<,9.528828643153002
1,HP:0100511,35,27,Abnormality of vitamin D metabolism,12006,7672,1,0.4929628813496613,0.002243829468960359,0.004541326067211626,<,8.902700741990994
1,HP:0100512,35,27,Low levels of vitamin D,12006,7672,1,0.4929628813496613,0.002243829468960359,0.004541326067211626,<,8.902700741990994
1,HP:0100515,0,1,Pollakisuria,12032,7707,1,Inf,8.310479514667997e-5,0,>,-0
1,HP:0100518,6,2,Dysuria,12031,7701,1,0.21338235806981365,1.6620959029335994e-4,7.785130400934215e-4,>,4.798566433381037
1,HP:0100533,14,17,Inflammatory abnormality of the eye,12016,7693,1,0.7774430948862132,0.0014127815174935594,0.0018165304268846503,>,0.9432114093744625
1,HP:0100539,7,0,Periorbital edema,12033,7700,1,0,0,9.082652134423251e-4,<,11.439816623347625
1,HP:0100540,7,0,Palpebral edema,12033,7700,1,0,0,9.082652134423251e-4,<,11.439816623347625
1,HP:0100542,0,3,Abnormal localization of kidney,12030,7707,1,Inf,2.493143854400399e-4,0,>,2.174635963882064
1,HP:0100545,1,0,Arterial stenosis,12033,7706,1,0,0,1.297521733489036e-4,>,1.6338471573904372
1,HP:0100547,179,96,Abnormality of forebrain morphology,11937,7528,1.9722989157458786e-15,0.3382412111339127,0.007978060334081277,0.023225639029453744,<,70.46899728224618
1,HP:0100577,0,3,Urinary bladder inflammation,12030,7707,1,Inf,2.493143854400399e-4,0,>,2.174635963882064
1,HP:0100592,4,1,Peritoneal abscess,12032,7703,1,0.16006463322930703,8.310479514667997e-5,5.190086933956144e-4,>,4.390589542435025
1,HP:0100627,0,142,Displacement of the urethral meatus,11891,7707,2.2343352102866146e-28,Inf,0.011800880910828555,0,<,122.25229490811648
1,HP:0100633,2,5,Esophagitis,12028,7705,1,1.6014342555302978,4.1552397573339984e-4,2.595043466978072e-4,>,0.5892291840925226
1,HP:0100658,1,0,Cellulitis,12033,7706,1,0,0,1.297521733489036e-4,>,1.6338471573904372
1,HP:0100659,46,2,Abnormal cerebral vascular morphology,12031,7661,5.290141467060785e-14,0.02768908318277014,1.6620959029335994e-4,0.005968599974049566,<,64.75501908238031
1,HP:0100691,73,62,Abnormality of the curvature of the cornea,11971,7634,0.41415831182030377,0.541650933065903,0.005152497299094158,0.009471908654469962,<,13.180222699252628
1,HP:0100736,1,1,Abnormal soft palate morphology,12032,7706,1,0.6404943061771856,8.310479514667997e-5,1.297521733489036e-4,>,-0
1,HP:0100737,217,82,Abnormal hard palate morphology,11951,7490,2.3184813930842826e-29,0.2368459633937826,0.006814593202027757,0.02815622161671208,<,126.1880737668254
1,HP:0100738,0,1,Abnormal eating behavior,12032,7707,1,Inf,8.310479514667997e-5,0,>,-0
1,HP:0100742,31,0,Vascular neoplasm,12033,7676,1.7135805066448545e-10,0,0,0.004022317373816011,<,50.713270173860906
1,HP:0100749,0,1,Chest pain,12032,7707,1,Inf,8.310479514667997e-5,0,>,-0
1,HP:0100750,138,24,Atelectasis,12009,7569,4.383320385932912e-31,0.10963962290246956,0.0019945150835203192,0.017905799922148698,<,133.08167536495344
1,HP:0100759,0,1,Clubbing of fingers,12032,7707,1,Inf,8.310479514667997e-5,0,>,-0
1,HP:0100763,34,149,Abnormality of the lymphatic system,11884,7673,2.195927252314032e-6,2.829348396829251,0.012382614476855314,0.004411573893862722,<,34.282416432091964
1,HP:0100765,12,17,Abnormality of the tonsils,12016,7695,1,0.9072337873995469,0.0014127815174935594,0.001557026080186843,>,0.2827935154398796
1,HP:0100785,16,5,Insomnia,12028,7691,0.8529954280749461,0.19983643222651104,4.1552397573339984e-4,0.0020760347735824577,<,11.92510141244266
1,HP:0100786,2,0,Hypersomnia,12033,7705,1,0,0,2.595043466978072e-4,>,3.267831726853325
1,HP:0100806,18,17,Sepsis,12016,7689,1,0.6043837998770735,0.0014127815174935594,0.0023355391202802647,>,3.1342778108585025
1,HP:0100886,2,12,Abnormality of globe location,12021,7705,1,3.845551524970067,9.972575417601596e-4,2.595043466978072e-4,>,4.068153201221361
1,HP:0200036,1,5,Skin nodule,12028,7706,1,3.2031857274540094,4.1552397573339984e-4,1.297521733489036e-4,>,1.5293884839127783
1,HP:0200040,1,0,Epidermoid cyst,12033,7706,1,0,0,1.297521733489036e-4,>,1.6338471573904372
1,HP:0200136,77,64,Oral-pharyngeal dysphagia,11969,7630,0.1482650267918752,0.5298891696952865,0.005318706889387518,0.009990917347865577,<,14.964733344539056
1,HP:0410030,12,0,Cleft lip,12033,7695,0.0101955796203581,0,0,0.001557026080186843,<,19.61524054401823
1,HP:0410042,0,18,Abnormal liver morphology,12015,7707,0.12426385799784148,Inf,0.0014958863126402393,0,<,15.271508894330664
1,HP:0410043,95,0,Abnormal neural tube morphology,12033,7612,8.997090691022876e-37,0,0,0.012326456468145841,<,155.8324798333038
1,HP:0500165,19,129,Abnormal blood oxygen level,11904,7688,1.6535600842716353e-9,4.384607138659825,0.010720518573921716,0.0024652912936291684,<,46.77520830534842
1,HP:3000033,10,16,Abnormal nasopharyngeal adenoid morphology,12017,7697,1,1.0248148857226849,0.0013296767223468795,0.001297521733489036,>,1.9286549331065744e-16
7,HP:0000001,15434,18892,All,0,0,1,0,1,1,>,-0
7,HP:0000002,127,24,Abnormality of body height,18868,15307,3.171802631511012e-20,0.15332872355925795,0.0012703789964005929,0.008228586238175456,<,89.9667557733581
7,HP:0000009,165,215,Functional abnormality of the bladder,18677,15269,1,1.0652808933754185,0.011380478509421978,0.010690682907865751,>,0.9808604640532758
7,HP:0000011,2,0,Neurogenic bladder,18892,15432,1,0,0,1.295840352468576e-4,>,2.7772195678303393
7,HP:0000012,3,8,Urinary urgency,18884,15431,1,2.178971169848939,4.234596654668643e-4,1.943760528702864e-4,>,1.7514264916328839
7,HP:0000014,165,216,Abnormality of the bladder,18676,15269,1,1.07029523698257,0.011433410967605336,0.010690682907865751,>,1.0881456113586754
7,HP:0000016,7,41,Urinary retention,18851,15427,0.013410549176120262,4.793054713643429,0.0021702307855176795,4.5354412336400153e-4,<,19.462194141595614
7,HP:0000020,12,95,Urinary incontinence,18797,15422,5.260068335147301e-11,6.494942075651625,0.0050285835274190135,7.775042114811456e-4,<,53.08801484875709
7,HP:0000028,28,174,Cryptorchidism,18718,15406,3.769398479091343e-18,5.11447556301311,0.009210247723904299,0.0018141764934560061,<,81.66689218977689
7,HP:0000029,0,3,Testicular atrophy,18889,15434,1,Inf,1.587973745500741e-4,0,>,2.3562855073394755
7,HP:0000032,45,484,Abnormality of male external genitalia,18408,15389,7.28130791881625e-74,8.98924944637279,0.02561930976074529,0.0029156407930542956,<,304.52314280454704
7,HP:0000035,44,195,Abnormal testis morphology,18697,15390,5.6296546954761945e-15,3.6477342560062747,0.010321829345754817,0.002850848775430867,<,68.97005336383921
7,HP:0000036,1,281,Abnormal penis morphology,18611,15433,1.181253975517495e-68,232.29150675196672,0.014874020749523608,6.47920176234288e-5,<,283.6826072611633
7,HP:0000047,0,278,Hypospadias,18614,15434,5.464811934238261e-70,Inf,0.014715223374973534,0,<,289.0216795107072
7,HP:0000050,1,3,Hypoplastic male external genitalia,18889,15433,1,2.450991303681356,1.587973745500741e-4,6.47920176234288e-5,>,0.7956155825982504
7,HP:0000054,0,3,Micropenis,18889,15434,1,Inf,1.587973745500741e-4,0,>,2.3562855073394755
7,HP:0000069,37,0,Abnormality of the ureter,18892,15397,1.3750393651331664e-10,0,0,0.002397304652066865,<,51.41871986777909
7,HP:0000072,36,0,Hydroureter,18892,15398,3.062092468529426e-10,0,0,0.0023325126344434367,<,50.027907188491
7,HP:0000076,1,0,Vesicoureteral reflux,18892,15433,1,0,0,6.47920176234288e-5,>,1.3885788089415072
7,HP:0000077,196,358,Abnormality of the kidney,18534,15238,0.004646288653147454,1.5016881427805808,0.018949820029642177,0.012699235454192043,<,21.30355564541564
7,HP:0000078,51,484,Abnormality of the genital system,18408,15383,8.82510544074107e-70,7.929980281354509,0.02561930976074529,0.0033043928987948686,<,288.1891007818787
7,HP:0000079,423,915,Abnormality of the urinary system,17977,15011,3.2737278381993952e-21,1.8061944839206392,0.0484331992377726,0.02740702345471038,<,93.91181010793758
7,HP:0000080,6,0,Abnormality of reproductive system physiology,18892,15428,1,0,0,3.887521057405728e-4,<,8.332402219255812
7,HP:0000083,78,226,Renal insufficiency,18666,15356,4.369198394561624e-9,2.3835222331622616,0.011962735549438917,0.005053777374627446,<,45.41037333211563
7,HP:0000086,0,43,Ectopic kidney,18849,15434,8.381963569565478e-9,Inf,0.0022760957018843953,0,<,44.27859731799465
7,HP:0000091,8,11,Abnormal renal tubule morphology,18881,15426,1,1.1233613647148337,5.822570400169384e-4,5.183361409874304e-4,>,1.9286549331065744e-16
7,HP:0000093,20,53,Proteinuria,18839,15414,1,2.1681334689835023,0.002805420283717976,0.001295840352468576,<,10.108639130117222
7,HP:0000103,26,5,Polyuria,18887,15408,0.012235456870358867,0.15690294834464313,2.6466229091679015e-4,0.0016845924582091487,<,19.621499631766504
7,HP:0000107,0,58,Renal cyst,18834,15434,1.2655742545113918e-12,Inf,0.003070082574634766,0,<,59.56282986804068
7,HP:0000110,42,0,Renal dysplasia,18892,15392,2.5093783872888535e-12,0,0,0.0027212647401840093,<,58.37371578095598
7,HP:0000113,0,53,Polycystic kidney dysplasia,18839,15434,3.4148301644084625e-11,Inf,0.002805420283717976,0,<,53.83850395754903
7,HP:0000118,15434,18892,Phenotypic abnormality,0,0,1,0,1,1,>,-0
7,HP:0000119,474,1114,Abnormality of the genitourinary system,17778,14960,2.1573749027077654e-33,1.9776338089646852,0.05896675841626085,0.030711416353505248,<,142.6362779050549
7,HP:0000123,1,0,Nephritis,18892,15433,1,0,0,6.47920176234288e-5,>,1.3885788089415072
7,HP:0000126,37,0,Hydronephrosis,18892,15397,1.3750393651331664e-10,0,0,0.002397304652066865,<,51.41871986777909
7,HP:0000140,6,0,Abnormality of the menstrual cycle,18892,15428,1,0,0,3.887521057405728e-4,<,8.332402219255812
7,HP:0000152,1022,768,Abnormality of head or neck,18124,14412,4.31388845583445e-23,0.5975782434002977,0.04065212788481897,0.06621744201114423,<,101.43250474826878
7,HP:0000153,334,194,Abnormality of the mouth,18698,15100,2.4249038673711495e-14,0.4690756156885544,0.010268896887571459,0.021640533886225218,<,66.43320228910261
7,HP:0000157,11,16,Abnormality of the tongue,18876,15423,1,1.1884579198067677,8.469193309337286e-4,7.127121938577168e-4,>,0.612229953742203
