bin,term,N,Y,description,Y_out,N_out,pvalue,odds,freq1,freq2,color_sig,size_sel
1,HP:0012719,769,1239,Functional abnormality of the gastrointestinal tract,13827,5287,1.3458721507411377e-19,0.6160800448503769,0.08223815213062526,0.12698150594451785,<,87.20574315248608
1,HP:0012722,15,8,Heart block,15058,6041,0.2503709909607123,0.21398063820644694,5.309969467675561e-4,0.002476882430647292,<,14.127422346017314
1,HP:0012732,26,6,Anorectal anomaly,15060,6030,8.454358157976754e-7,0.09241182913022102,3.9824771007566706e-4,0.0042932628797886395,<,36.01343581023407
1,HP:0012733,7,9,Macule,15057,6049,1,0.5165157041295926,5.973715651135006e-4,0.001155878467635403,>,2.3020096605030815
1,HP:0012735,56,121,Cough,14945,6000,1,0.8674854996467677,0.008031328819859285,0.009247027741083224,>,1.5750221684475594
1,HP:0012758,3,26,Neurodevelopmental delay,15040,6053,1,3.488099740453192,0.0017257400769945573,4.953764861294584e-4,<,5.716077681654024
1,HP:0012759,3,26,Neurodevelopmental abnormality,15040,6053,1,3.488099740453192,0.0017257400769945573,4.953764861294584e-4,<,5.716077681654024
1,HP:0012768,0,9,Neonatal asphyxia,15057,6056,1,Inf,5.973715651135006e-4,0,>,4.672626205234922
1,HP:0012795,0,5,Abnormality of the optic disc,15061,6056,1,Inf,3.3187309172972256e-4,0,>,1.92315793130447
1,HP:0012803,0,11,Anisometropia,15055,6056,1,Inf,7.301208018053897e-4,0,<,5.548734373170686
1,HP:0020045,78,23,Esodeviation,15043,5978,4.763044002370165e-21,0.11719674752036564,0.0015266162219567238,0.012879788639365918,<,93.01022000439707
1,HP:0020049,0,3,Exodeviation,15063,6056,1,Inf,1.9912385503783353e-4,0,>,0.999985214678497
1,HP:0020129,9,14,Abnormal urine protein level,15052,6047,1,0.6249451708664044,9.292446568432231e-4,0.001486129458388375,>,2.3567204364616825
1,HP:0025015,73,1251,Abnormal vascular morphology,13815,5983,2.1816040031154422e-104,7.421631628637196,0.08303464755077658,0.012054161162483487,<,426.3666546917099
1,HP:0025031,1319,2234,Abnormality of the digestive system,12832,4737,4.117574147374656e-30,0.6252558404869543,0.14828089738484004,0.2178005284015852,<,129.2631926651197
1,HP:0025032,1243,1960,Abnormality of digestive system physiology,13106,4813,2.879627580570971e-38,0.5791137763714497,0.13009425195805124,0.20525099075297226,<,161.88441308103174
1,HP:0025033,108,122,Abnormality of digestive system morphology,14944,5948,3.6178276955941484e-6,0.4496265544710633,0.00809770343820523,0.0178335535006605,<,33.48796686267489
1,HP:0025085,24,40,Bloody diarrhea,15026,6032,1,0.6690763651118111,0.0026549847338377805,0.003963011889035667,>,3.5722057426590537
1,HP:0025142,59,87,Constitutional symptom,14979,5997,1,0.5903784062083941,0.0057745917960971725,0.009742404227212682,<,10.525233984256143
1,HP:0025234,6,2,Parasomnia,15064,6050,1,0.13389330206616273,1.3274923669188903e-4,9.907529722589167e-4,<,8.210914283630379
1,HP:0025235,6,2,Non-rapid eye movement parasomnia,15064,6050,1,0.13389330206616273,1.3274923669188903e-4,9.907529722589167e-4,<,8.210914283630379
1,HP:0025245,2,1,Cutaneous cyst,15065,6054,1,0.20094600523124367,6.637461834594451e-5,3.3025099075297226e-4,>,2.800530389051701
1,HP:0025270,664,1141,Abnormal esophagus physiology,13925,5392,5.1503982797704275e-12,0.6653976540328058,0.07573343953272269,0.1096433289299868,<,56.87439512191681
1,HP:0025337,23,17,Red eye,15049,6033,0.12868748330767021,0.29633080251775074,0.0011283685118810567,0.003797886393659181,<,15.283613148551439
1,HP:0025354,0,6,Abnormal cellular phenotype,15060,6056,1,Inf,3.9824771007566706e-4,0,>,2.8663093611466177
1,HP:0025408,0,123,Abnormal spleen morphology,14943,6056,1.0429566928391497e-15,Inf,0.008164078056551175,0,<,71.6486932774852
1,HP:0025423,2,14,Abnormal larynx morphology,15052,6054,1,2.815136289234264,9.292446568432231e-4,3.3025099075297226e-4,>,2.9915576404082023
1,HP:0025424,4,5,Abnormal larynx physiology,15061,6052,1,0.5022885044474363,3.3187309172972256e-4,6.605019815059445e-4,>,2.160687763116736
1,HP:0025487,0,3,Abnormality of bladder morphology,15063,6056,1,Inf,1.9912385503783353e-4,0,>,0.999985214678497
1,HP:0025615,0,1,Abscess,15065,6056,1,Inf,6.637461834594451e-5,0,>,-0
1,HP:0025633,1,4,Abnormal ureter morphology,15062,6055,1,1.6080298535206845,2.6549847338377806e-4,1.6512549537648613e-4,>,1.9286549331065744e-16
1,HP:0025634,3,2,Abnormal ureter physiology,15064,6053,1,0.2678784470636248,1.3274923669188903e-4,4.953764861294584e-4,>,3.343426327673367
1,HP:0030082,1,0,Abnormal drinking behavior,15066,6055,1,0,0,1.6512549537648613e-4,>,2.170196687176009
1,HP:0030142,4,3,Abnormal bowel sounds,15063,6052,1,0.3013547942116741,1.9912385503783353e-4,6.605019815059445e-4,>,3.843418356449906
1,HP:0030143,2,0,Hyperactive bowel sounds,15066,6054,1,0,0,3.3025099075297226e-4,>,4.340598003502397
1,HP:0030148,17,9,Heart murmur,15057,6039,0.09342605765050764,0.21235114852389608,5.973715651135006e-4,0.0028071334214002644,<,15.839886286758885
1,HP:0030169,0,13,Gastric varix,15053,6056,1,Inf,8.628700384972787e-4,0,<,6.337575462453539
1,HP:0030178,7,37,Abnormality of central nervous system electrophysiology,15029,6049,1,2.1273760734276794,0.0024558608787999467,0.001155878467635403,>,4.709723722450875
1,HP:0030182,0,23,Tetraplegia/tetraparesis,15043,6056,0.607968152289451,Inf,0.0015266162219567238,0,<,12.586235059654902
1,HP:0030186,0,10,Kinetic tremor,15056,6056,1,Inf,6.637461834594451e-4,0,>,4.563408375824889
1,HP:0030255,6,0,Large intestinal polyposis,15066,6050,0.4724729911685698,0,0,9.907529722589167e-4,<,13.02425043030334
1,HP:0030311,0,5,Lower extremity joint dislocation,15061,6056,1,Inf,3.3187309172972256e-4,0,>,1.92315793130447
1,HP:0030516,9,0,Homonymous hemianopia,15066,6047,0.011108475781796252,0,0,0.001486129458388375,<,19.539140488926186
1,HP:0030669,23,26,Abnormal ocular adnexa morphology,15040,6033,1,0.453462757989965,0.0017257400769945573,0.003797886393659181,<,8.684992235889577
1,HP:0030680,443,2861,Abnormality of cardiovascular system morphology,12205,5613,1.0835818268599702e-108,2.9699288695091064,0.18989778308774724,0.07315059445178336,<,443.582311528213
1,HP:0030692,4,28,Brain neoplasm,15038,6052,1,2.8168291812570585,0.0018584893136864462,6.605019815059445e-4,<,5.236679685055616
1,HP:0030724,0,19,Central nervous system cyst,15047,6056,1,Inf,0.0012611177485729458,0,<,9.846197918548995
1,HP:0030765,6,2,Sleep terror,15064,6050,1,0.13389330206616273,1.3274923669188903e-4,9.907529722589167e-4,<,8.210914283630379
1,HP:0030766,19,11,Ear pain,15055,6037,0.10336477237919407,0.2321754736726261,7.301208018053897e-4,0.0031373844121532365,<,15.664268168641476
1,HP:0030787,5,8,Cerumen abnormality,15058,6051,1,0.6429686391245437,5.309969467675561e-4,8.256274768824307e-4,>,1.0731517131573265
1,HP:0030788,5,8,Impacted cerumen,15058,6051,1,0.6429686391245437,5.309969467675561e-4,8.256274768824307e-4,>,1.0731517131573265
1,HP:0030809,41,39,Abnormal tongue morphology,15027,6015,0.025074770420861064,0.3807729362021849,0.002588610115491836,0.006770145310435931,<,18.12481051744707
1,HP:0030812,8,5,Enlarged tonsils,15061,6048,1,0.2509989025016791,3.3187309172972256e-4,0.001321003963011889,<,7.455034336529589
1,HP:0030828,17,74,Wheezing,14992,6039,1,1.7533981134892118,0.004911721757599893,0.0028071334214002644,<,5.76540694422005
1,HP:0030829,41,171,Abnormal breath sound,14895,6015,1,1.6842284480614067,0.011350059737156512,0.006770145310435931,<,10.636864517706984
1,HP:0030872,7,0,Abnormal cardiac ventricular function,15066,6049,0.13536946375117684,0,0,0.001155878467635403,<,15.195675545009147
1,HP:0030895,2,4,Abnormal gastrointestinal motility,15062,6054,1,0.803858360492093,2.6549847338377806e-4,3.3025099075297226e-4,>,-0
1,HP:0030956,59,352,Abnormality of cardiovascular system electrophysiology,14714,5997,6.376565552105036e-9,2.4315272591441204,0.02336386565777247,0.009742404227212682,<,44.50341106441922
1,HP:0030962,73,1231,Abnormal morphology of the great vessels,13835,5983,9.307348728707966e-102,7.292433312657853,0.0817071551838577,0.012054161162483487,<,415.8464544334331
1,HP:0030966,0,457,Abnormal pulmonary artery morphology,14609,6056,1.7389226845588575e-65,Inf,0.03033320058409664,0,<,270.7606372872052
1,HP:0030972,3,28,Abnormal systemic blood pressure,15038,6053,1,3.7568754800271327,0.0018584893136864462,4.953764861294584e-4,<,7.117926545066434
1,HP:0031093,0,4,Abnormal breast morphology,15062,6056,1,Inf,2.6549847338377806e-4,0,>,0.935041767332054
1,HP:0031409,0,6,Abnormal lymphocyte physiology,15060,6056,1,Inf,3.9824771007566706e-4,0,>,2.8663093611466177
1,HP:0031481,73,0,Abnormal mitral valve physiology,15066,5983,1.5460670225938815e-37,0,0,0.012054161162483487,<,158.96484511178087
1,HP:0031546,15,8,Cardiac conduction abnormality,15058,6041,0.2503709909607123,0.21398063820644694,5.309969467675561e-4,0.002476882430647292,<,14.127422346017314
1,HP:0031650,73,0,Abnormal atrioventricular valve physiology,15066,5983,1.5460670225938815e-37,0,0,0.012054161162483487,<,158.96484511178087
1,HP:0031652,28,1,Abnormal aortic valve physiology,15065,6028,1.1012287858641204e-11,0.014272637506484063,6.637461834594451e-5,0.004623513870541612,<,55.55424815816147
1,HP:0031653,101,1,Abnormal heart valve physiology,15065,5955,5.475525532645173e-51,0.00391537028119092,6.637461834594451e-5,0.0166776750330251,<,212.76805514531068
1,HP:0031657,17,9,Abnormal heart sound,15057,6039,0.09342605765050764,0.21235114852389608,5.973715651135006e-4,0.0028071334214002644,<,15.839886286758885
1,HP:0031703,89,49,Abnormal ear morphology,15017,5967,2.1121257400596788e-15,0.218782459163686,0.003252356298951281,0.014696169088507266,<,70.42287930205046
1,HP:0031704,139,92,Abnormal ear physiology,14974,5917,1.2208647072107266e-20,0.26155899066532284,0.006106464887826895,0.022952443857331573,<,91.37508822178798
1,HP:0031801,11,8,Vocal cord dysfunction,15058,6045,1,0.2919843904356201,5.309969467675561e-4,0.0018163804491413474,<,8.204280118954753
1,HP:0031803,0,17,Fundus hemorrhage,15049,6056,1,Inf,0.0011283685118810567,0,<,9.085381409698364
1,HP:0031816,105,143,Abnormal oral morphology,14923,5951,0.0032514902654737707,0.543144977470245,0.009491570423470066,0.017338177014531043,<,21.67342854656132
1,HP:0031983,17,100,Abnormal pulmonary thoracic imaging finding,14966,6039,0.3752766654320276,2.3735369366161985,0.006637461834594451,0.0028071334214002644,<,13.424352135154605
1,HP:0032012,78,26,Heterotropia,15040,5978,1.243525147498086e-19,0.13251191177818514,0.0017257400769945573,0.012879788639365918,<,87.34314008977294
1,HP:0032039,23,26,Abnormality of the ocular adnexa,15040,6033,1,0.453462757989965,0.0017257400769945573,0.003797886393659181,<,8.684992235889577
1,HP:0032076,0,142,Abnormal male urethral meatus morphology,14924,6056,1.557995572822529e-18,Inf,0.009425195805124121,0,<,82.95149350205304
1,HP:0032101,51,40,Unusual infection,15026,6005,5.5471205120796106e-5,0.31348059633286446,0.0026549847338377805,0.008421400264200792,<,28.7454879746734
1,HP:0032180,37,578,Abnormal circulating metabolite concentration,14488,6019,7.804926189616748e-44,6.489840983774101,0.038364529403955926,0.006109643328929987,<,184.15228317770814
1,HP:0032245,40,42,Abnormal metabolism,15024,6016,0.10287662390512407,0.4204635892067079,0.0027877339705296694,0.0066050198150594455,<,15.672491564655743
1,HP:0032251,10,12,Abnormal immune system morphology,15054,6046,1,0.4819491633764728,7.964954201513341e-4,0.0016512549537648614,>,4.037148513564037
1,HP:0032263,3,15,Increased blood pressure,15051,6053,1,2.010773698317643,9.956192751891676e-4,4.953764861294584e-4,>,2.0355825457420087
1,HP:0032309,0,1,Abnormal granulocyte count,15065,6056,1,Inf,6.637461834594451e-5,0,>,-0
1,HP:0032476,1,0,Abnormal circulating vitamin B6 level,15066,6055,1,0,0,1.6512549537648613e-4,>,2.170196687176009
1,HP:0032581,3,10,Abnormal renal insterstitial morphology,15056,6053,1,1.3400559969010624,6.637461834594451e-4,4.953764861294584e-4,>,0.45629403247988526
1,HP:0032892,113,74,Infection-related seizure,14992,5943,1.6078110727758143e-16,0.2596166177567433,0.004911721757599893,0.018659180977542933,<,74.89681831801269
1,HP:0032894,113,74,Seizure precipitated by febrile infection,14992,5943,1.6078110727758143e-16,0.2596166177567433,0.004911721757599893,0.018659180977542933,<,74.89681831801269
1,HP:0033127,602,764,Abnormality of the musculoskeletal system,14302,5454,4.380590064320241e-33,0.48397371913949283,0.050710208416301604,0.09940554821664464,<,141.15562792388303
1,HP:0033151,18,16,Abnormal pharynx morphology,15050,6038,1,0.35663856877445993,0.0010619938935351122,0.00297225891677675,<,9.795369839523488
1,HP:0033353,73,1251,Abnormal blood vessel morphology,13815,5983,2.1816040031154422e-104,7.421631628637196,0.08303464755077658,0.012054161162483487,<,426.3666546917099
1,HP:0033354,9,17,Abnormal urine metabolite level,15049,6047,1,0.7589944832391937,0.0011283685118810567,0.001486129458388375,>,1.1445189997836502
1,HP:0033796,0,6,Abnormal leukocyte physiology,15060,6056,1,Inf,3.9824771007566706e-4,0,>,2.8663093611466177
1,HP:0040064,64,7,Abnormality of limbs,15059,5992,1.6916054368188554e-24,0.04352472955515638,4.6462232842161156e-4,0.010568031704095112,<,106.80856208986957
1,HP:0040068,62,2,Abnormality of limb bone,15064,5994,1.6378932072640892e-28,0.012807625621122724,1.3274923669188903e-4,0.01023778071334214,<,122.86461605190371
1,HP:0040069,15,0,Abnormal lower limb bone morphology,15066,6041,6.121044694956075e-6,0,0,0.002476882430647292,<,32.57445617640943
1,HP:0040075,0,79,Hypopituitarism,14987,6056,3.3773377137262263e-9,Inf,0.005243594849329616,0,<,45.60746042035744
1,HP:0040088,4,0,Abnormal lymphocyte count,15066,6052,1,0,0,6.605019815059445e-4,<,8.68201469757405
1,HP:0040202,2,2,Abnormal consumption behavior,15064,6054,1,0.401903275589309,1.3274923669188903e-4,3.3025099075297226e-4,>,1.9527633547394208
1,HP:0040257,18,16,Abnormal size of nasopharyngeal adenoids,15050,6038,1,0.35663856877445993,0.0010619938935351122,0.00297225891677675,<,9.795369839523488
1,HP:0040261,18,16,Increased size of nasopharyngeal adenoids,15050,6038,1,0.35663856877445993,0.0010619938935351122,0.00297225891677675,<,9.795369839523488
1,HP:0045005,29,50,Neural tube defect,15016,6027,1,0.6920335094655338,0.0033187309172972254,0.004788639365918098,>,3.4931907830951756
1,HP:0045017,20,13,Congenital malformation of the left heart,15053,6036,0.12279499812218664,0.26065864594619953,8.628700384972787e-4,0.0033025099075297227,<,15.365035671851919
1,HP:0046506,19,11,Pain in head and neck region,15055,6037,0.10336477237919407,0.2321754736726261,7.301208018053897e-4,0.0031373844121532365,<,15.664268168641476
1,HP:0100006,4,28,Neoplasm of the central nervous system,15038,6052,1,2.8168291812570585,0.0018584893136864462,6.605019815059445e-4,<,5.236679685055616
1,HP:0100021,9,5,Cerebral palsy,15061,6047,1,0.2230755922165609,3.3187309172972256e-4,0.001486129458388375,<,8.900573944241856
1,HP:0100022,343,281,Abnormality of movement,14785,5713,2.9640187898366505e-41,0.3165799090773359,0.018651267755210407,0.056638044914134746,<,173.83423456929174
1,HP:0100026,0,2,Arteriovenous malformation,15064,6056,1,Inf,1.3274923669188903e-4,0,>,-0
1,HP:0100261,2,107,Abnormal tendon morphology,14959,6054,1.257771490791367e-10,21.650447852460495,0.007102084163016062,3.3025099075297226e-4,<,51.323351392698825
1,HP:0100326,3,6,Immunologic hypersensitivity,15060,6053,1,0.8038323201779705,3.9824771007566706e-4,4.953764861294584e-4,>,0.5659482253068447
1,HP:0100360,2,0,Contractures of the joints of the upper limbs,15066,6054,1,0,0,3.3025099075297226e-4,>,4.340598003502397
1,HP:0100491,0,5,Abnormality of lower limb joint,15061,6056,1,Inf,3.3187309172972256e-4,0,>,1.92315793130447
1,HP:0100508,40,42,Abnormality of vitamin metabolism,15024,6016,0.10287662390512407,0.4204635892067079,0.0027877339705296694,0.0066050198150594455,<,15.672491564655743
1,HP:0100511,39,42,Abnormality of vitamin D metabolism,15024,6017,0.24422811248355009,0.43131458248231325,0.0027877339705296694,0.006439894319682959,<,14.170575766941383
1,HP:0100512,39,42,Low levels of vitamin D,15024,6017,0.24422811248355009,0.43131458248231325,0.0027877339705296694,0.006439894319682959,<,14.170575766941383
1,HP:0100515,0,1,Pollakisuria,15065,6056,1,Inf,6.637461834594451e-5,0,>,-0
1,HP:0100518,4,2,Dysuria,15064,6052,1,0.20089296033778098,1.3274923669188903e-4,6.605019815059445e-4,>,4.876031063285564
1,HP:0100533,23,20,Inflammatory abnormality of the eye,15046,6033,0.5278046643083791,0.34868985923492685,0.0013274923669188902,0.003797886393659181,<,12.8318654836971
1,HP:0100539,2,7,Periorbital edema,15059,6054,1,1.4069929216365393,4.6462232842161156e-4,3.3025099075297226e-4,>,-0
1,HP:0100542,0,3,Abnormal localization of kidney,15063,6056,1,Inf,1.9912385503783353e-4,0,>,0.999985214678497
1,HP:0100547,78,103,Abnormality of forebrain morphology,14963,5978,0.027684139403760417,0.5275588277268753,0.0068365856896322845,0.012879788639365918,<,17.9528342691931
1,HP:0100577,0,3,Urinary bladder inflammation,15063,6056,1,Inf,1.9912385503783353e-4,0,>,0.999985214678497
1,HP:0100592,0,1,Peritoneal abscess,15065,6056,1,Inf,6.637461834594451e-5,0,>,-0
1,HP:0100627,0,142,Displacement of the urethral meatus,14924,6056,1.557995572822529e-18,Inf,0.009425195805124121,0,<,82.95149350205304
1,HP:0100633,27,6,Esophagitis,15060,6029,2.9445210463798633e-7,0.0889743630498711,3.9824771007566706e-4,0.004458388375165125,<,37.845699727675196
1,HP:0100658,5,1,Cellulitis,15065,6051,1,0.08036537955579753,6.637461834594451e-5,8.256274768824307e-4,<,8.214404148481863
1,HP:0100659,209,12,Abnormal cerebral vascular morphology,15054,5847,1.0706238438583701e-94,0.02230402362610811,7.964954201513341e-4,0.0345112285336856,<,387.60321073376525
1,HP:0100673,28,3,Vaginal hydrocele,15063,6028,8.953516135475652e-10,0.04288146619746167,1.9912385503783353e-4,0.004623513870541612,<,47.91378389663943
1,HP:0100687,13,0,Polyotia,15066,6043,7.469765719309247e-5,0,0,0.0021466314398943197,<,28.228530455557163
1,HP:0100691,60,68,Abnormality of the curvature of the cornea,14998,5996,0.01080285731683752,0.4531028473064118,0.004513474047524227,0.009907529722589167,<,19.587603819040453
1,HP:0100704,1,0,Cerebral visual impairment,15066,6055,1,0,0,1.6512549537648613e-4,>,2.170196687176009
1,HP:0100736,1,1,Abnormal soft palate morphology,15065,6055,1,0.4019429728976858,6.637461834594451e-5,1.6512549537648613e-4,>,1.2348442717568704
1,HP:0100737,60,103,Abnormal hard palate morphology,14963,5996,1,0.6879189075059015,0.0068365856896322845,0.009907529722589167,<,6.500841860515021
1,HP:0100738,1,2,Abnormal eating behavior,15064,6055,1,0.803884393888363,1.3274923669188903e-4,1.6512549537648613e-4,>,-0
1,HP:0100743,6,0,Neoplasm of the rectum,15066,6050,0.4724729911685698,0,0,9.907529722589167e-4,<,13.02425043030334
1,HP:0100749,0,1,Chest pain,15065,6056,1,Inf,6.637461834594451e-5,0,>,-0
1,HP:0100750,17,100,Atelectasis,14966,6039,0.3752766654320276,2.3735369366161985,0.006637461834594451,0.0028071334214002644,<,13.424352135154605
1,HP:0100759,0,1,Clubbing of fingers,15065,6056,1,Inf,6.637461834594451e-5,0,>,-0
1,HP:0100763,53,195,Abnormality of the lymphatic system,14871,6003,1,1.485231540165159,0.012943050577459179,0.008751651254953766,<,7.8612341045740175
1,HP:0100764,0,41,Lymphangioma,15025,6056,0.0015288198565331598,Inf,0.002721359352183725,0,<,22.98433312001456
1,HP:0100765,26,21,Abnormality of the tonsils,15045,6030,0.1184457674891911,0.3237411693406262,0.0013938669852648347,0.0042932628797886395,<,15.427680193595046
1,HP:0100785,12,7,Insomnia,15059,6044,1,0.23414320887378762,4.6462232842161156e-4,0.0019815059445178335,<,10.949211167070914
1,HP:0100786,1,0,Hypersomnia,15066,6055,1,0,0,1.6512549537648613e-4,>,2.170196687176009
1,HP:0100806,1,18,Sepsis,15048,6055,1,7.24254549179007,0.0011947431302270011,1.6512549537648613e-4,<,6.685804751863138
1,HP:0100813,1,0,Testicular torsion,15066,6055,1,0,0,1.6512549537648613e-4,>,2.170196687176009
1,HP:0100834,6,0,Neoplasm of the large intestine,15066,6050,0.4724729911685698,0,0,9.907529722589167e-4,<,13.02425043030334
1,HP:0100886,0,12,Abnormality of globe location,15054,6056,1,Inf,7.964954201513341e-4,0,<,6.454718211936144
1,HP:0100887,0,1,Abnormality of globe size,15065,6056,1,Inf,6.637461834594451e-5,0,>,-0
1,HP:0100896,6,0,Rectal polyposis,15066,6050,0.4724729911685698,0,0,9.907529722589167e-4,<,13.02425043030334
1,HP:0200008,6,0,Intestinal polyposis,15066,6050,0.4724729911685698,0,0,9.907529722589167e-4,<,13.02425043030334
1,HP:0200036,0,6,Skin nodule,15060,6056,1,Inf,3.9824771007566706e-4,0,>,2.8663093611466177
1,HP:0200040,2,1,Epidermoid cyst,15065,6054,1,0.20094600523124367,6.637461834594451e-5,3.3025099075297226e-4,>,2.800530389051701
1,HP:0200136,51,67,Oral-pharyngeal dysphagia,14999,6005,0.6039374401029444,0.5259526839665293,0.004447099429178282,0.008421400264200792,<,12.597790563822183
1,HP:0410005,0,6,Cleft hard palate,15060,6056,1,Inf,3.9824771007566706e-4,0,>,2.8663093611466177
1,HP:0410030,1,0,Cleft lip,15066,6055,1,0,0,1.6512549537648613e-4,>,2.170196687176009
1,HP:0410042,0,18,Abnormal liver morphology,15048,6056,1,Inf,0.0011947431302270011,0,<,9.984908454877115
1,HP:0410043,29,50,Abnormal neural tube morphology,15016,6027,1,0.6920335094655338,0.0033187309172972254,0.004788639365918098,>,3.4931907830951756
1,HP:0500165,11,160,Abnormal blood oxygen level,14906,6045,3.294482123578953e-10,5.898652370910144,0.010619938935351122,0.0018163804491413474,<,49.65060975773028
1,HP:3000033,18,16,Abnormal nasopharyngeal adenoid morphology,15050,6038,1,0.35663856877445993,0.0010619938935351122,0.00297225891677675,<,9.795369839523488
7,HP:0000001,10367,25507,All,0,0,1,0,1,1,>,-0
7,HP:0000002,63,24,Abnormality of body height,25483,10304,5.40442844266587e-14,0.15405824388362885,9.40918179323323e-4,0.006076975016880486,<,65.02680018690563
7,HP:0000009,80,292,Functional abnormality of the bladder,25215,10287,1,1.4891277765162583,0.011447837848433763,0.0077167936722291885,<,11.585118653546868
7,HP:0000011,2,4,Neurogenic bladder,25503,10365,1,0.8128797830207934,1.5681969655388718e-4,1.9291984180572972e-4,>,1.9286549331065744e-16
7,HP:0000012,3,9,Urinary urgency,25498,10364,1,1.2193706983951516,3.5284431724624614e-4,2.8937976270859456e-4,>,-0
7,HP:0000014,80,293,Abnormality of the bladder,25214,10287,1,1.494285494486512,0.011487042772572235,0.0077167936722291885,<,11.584672488133165
7,HP:0000016,3,58,Urinary retention,25449,10364,0.0033214116878059205,7.873273073004988,0.002273885600031364,2.8937976270859456e-4,<,21.87250843233681
7,HP:0000020,15,120,Urinary incontinence,25387,10352,8.572294208983886e-4,3.2623598635639643,0.004704590896616615,0.0014468988135429729,<,24.225410998627847
7,HP:0000028,11,242,Cryptorchidism,25265,10356,1.389644875030514e-20,9.017489488363253,0.009487591641510173,0.0010610591299315135,<,91.38618395028236
7,HP:0000029,0,3,Testicular atrophy,25504,10367,1,Inf,1.1761477241541538e-4,0,>,1.0019870733639928
7,HP:0000032,36,602,Abnormality of male external genitalia,24905,10331,1.0298303183718531e-47,6.936607574417815,0.02360136433136002,0.003472557152503135,<,199.9067365771487
7,HP:0000035,26,263,Abnormal testis morphology,25244,10341,1.3722169248939281e-13,4.14384168017999,0.01031089504841808,0.0025079579434744864,<,63.408108184258005
7,HP:0000036,0,329,Abnormal penis morphology,25178,10367,1.4669566250522658e-46,Inf,0.01289842004155722,0,<,195.29213017938073
7,HP:0000047,0,326,Hypospadias,25181,10367,3.99951048719517e-46,Inf,0.012780805269141804,0,<,193.5497719110743
7,HP:0000050,0,3,Hypoplastic male external genitalia,25504,10367,1,Inf,1.1761477241541538e-4,0,>,1.0019870733639928
7,HP:0000054,0,3,Micropenis,25504,10367,1,Inf,1.1761477241541538e-4,0,>,1.0019870733639928
7,HP:0000069,39,0,Abnormality of the ureter,25507,10328,8.737791339130596e-19,0,0,0.0037619369152117293,<,84.19219259296574
7,HP:0000072,36,0,Hydroureter,25507,10331,3.648342888986806e-17,0,0,0.003472557152503135,<,77.70941667594829
7,HP:0000076,3,0,Vesicoureteral reflux,25507,10364,1,0,0,2.8937976270859456e-4,<,6.469877931111569
7,HP:0000077,48,437,Abnormality of the kidney,25070,10319,2.0262725085594492e-21,3.7475666472666997,0.017132551848512173,0.004630076203337513,<,94.73100786193982
7,HP:0000078,36,602,Abnormality of the genital system,24905,10331,1.0298303183718531e-47,6.936607574417815,0.02360136433136002,0.003472557152503135,<,199.9067365771487
7,HP:0000079,211,1134,Abnormality of the urinary system,24373,10156,1.1842709318716392e-27,2.239422537432158,0.04445838397302701,0.020353043310504484,<,119.66399499234731
7,HP:0000083,13,252,Renal insufficiency,25255,10354,2.270992973077676e-20,7.947130617271381,0.009879640882894891,0.0012539789717372432,<,90.53293610896759
7,HP:0000086,0,43,Ectopic kidney,25464,10367,5.933961005005591e-4,Inf,0.001685811737954287,0,<,24.864420518561836
7,HP:0000091,0,11,Abnormal renal tubule morphology,25496,10367,1,Inf,4.312541655231897e-4,0,<,5.550853513891312
7,HP:0000093,24,66,Proteinuria,25441,10343,1,1.118002410818621,0.002587524993139138,0.0023150381016687565,>,0.5534502953725259
7,HP:0000100,1,0,Nephrotic syndrome,25507,10366,1,0,0,9.645992090286486e-5,>,2.1565068210733136
7,HP:0000103,28,9,Polyuria,25498,10339,5.063584433975738e-6,0.13034648900348078,3.5284431724624614e-4,0.0027008777852802163,<,33.13996704616581
7,HP:0000104,0,34,Renal agenesis,25473,10367,0.012077235146493986,Inf,0.001332967420708041,0,<,19.629929181889267
7,HP:0000107,0,58,Renal cyst,25449,10367,4.051700054761861e-6,Inf,0.002273885600031364,0,<,33.5272501215282
7,HP:0000113,0,53,Polycystic kidney dysplasia,25454,10367,1.8004893231485907e-5,Inf,0.002077860979339005,0,<,30.93623706922361
7,HP:0000118,10367,25507,Phenotypic abnormality,0,0,1,0,1,1,>,-0
7,HP:0000119,237,1401,Abnormality of the genitourinary system,24106,10130,1.1508815019173592e-41,2.484076273646267,0.05492609871799898,0.022861001253978972,<,175.7136768317956
7,HP:0000122,0,34,Unilateral renal agenesis,25473,10367,0.012077235146493986,Inf,0.001332967420708041,0,<,19.629929181889267
7,HP:0000126,0,15,Hydronephrosis,25492,10367,1,Inf,5.880738620770769e-4,0,<,8.246872764177581
7,HP:0000152,764,1103,Abnormality of head or neck,24404,9603,4.175232907053652e-27,0.5681351601147953,0.043243031324734386,0.07369537956978875,<,117.47507644367387
7,HP:0000153,90,224,Abnormality of the mouth,25283,10277,1,1.0116832615940494,0.008781903007017682,0.008681392881257837,>,0.088679552356493
7,HP:0000154,0,2,Wide mouth,25505,10367,1,Inf,7.840984827694359e-5,0,>,-0
7,HP:0000157,9,16,Abnormality of the tongue,25491,10358,1,0.7223883735255465,6.272787862155487e-4,8.681392881257837e-4,>,1.178010031866784
7,HP:0000163,90,224,Abnormal oral cavity morphology,25283,10277,1,1.0116832615940494,0.008781903007017682,0.008681392881257837,>,0.088679552356493
